ID Conta;Data;ID Cliente;Valor
101;06/01/2024;CLI-050;99,00
101;06/01/2024;CLI-111;99,00
101;06/01/2024;CLI-056;99,00
101;06/01/2024;CLI-081;90,00
101;06/01/2024;CLI-018;90,00
101;06/01/2024;CLI-086;90,00
101;06/01/2024;CLI-023;99,00
102;07/01/2024;CLI-024;8,00
102;07/01/2024;CLI-115;15,00
101;07/01/2024;CLI-076;90,00
101;07/01/2024;CLI-038;99,00
102;07/01/2024;CLI-071;30,00
101;07/01/2024;CLI-096;81,00
101;07/01/2024;CLI-001;81,00
101;07/01/2024;CLI-120;81,00
101;07/01/2024;CLI-061;90,00
101;07/01/2024;CLI-021;90,00
102;08/01/2024;CLI-107;10,00
101;08/01/2024;CLI-091;99,00
101;08/01/2024;CLI-069;81,00
101;08/01/2024;CLI-032;90,00
101;08/01/2024;CLI-115;90,00
101;08/01/2024;CLI-118;90,00
102;08/01/2024;CLI-031;10,00
101;08/01/2024;CLI-019;90,00
101;08/01/2024;CLI-045;90,00
101;08/01/2024;CLI-025;99,00
101;08/01/2024;CLI-107;90,00
102;09/01/2024;CLI-045;8,00
102;09/01/2024;CLI-122;10,00
102;09/01/2024;CLI-002;10,00
102;09/01/2024;CLI-033;5,00
101;09/01/2024;CLI-033;90,00
101;09/01/2024;CLI-094;90,00
101;09/01/2024;CLI-048;99,00
102;09/01/2024;CLI-083;8,00
101;09/01/2024;CLI-054;90,00
101;09/01/2024;CLI-110;99,00
101;09/01/2024;CLI-082;90,00
101;09/01/2024;CLI-124;90,00
101;09/01/2024;CLI-112;90,00
101;09/01/2024;CLI-053;90,00
101;10/01/2024;CLI-055;81,00
101;10/01/2024;CLI-072;90,00
102;10/01/2024;CLI-051;15,00
102;10/01/2024;CLI-006;10,00
102;10/01/2024;CLI-003;15,00
101;10/01/2024;CLI-047;99,00
102;10/01/2024;CLI-026;5,00
101;10/01/2024;CLI-012;81,00
101;10/01/2024;CLI-064;90,00
101;10/01/2024;CLI-016;81,00
101;10/01/2024;CLI-049;90,00
101;10/01/2024;CLI-102;90,00
102;10/01/2024;CLI-039;5,00
101;10/01/2024;CLI-039;81,00
102;10/01/2024;CLI-037;30,00
101;10/01/2024;CLI-125;90,00
101;10/01/2024;CLI-075;90,00
101;11/01/2024;CLI-006;90,00
101;11/01/2024;CLI-103;90,00
102;11/01/2024;CLI-040;5,00
102;11/01/2024;CLI-084;15,00
102;11/01/2024;CLI-121;30,00
102;11/01/2024;CLI-006;30,00
101;11/01/2024;CLI-097;81,00
101;11/01/2024;CLI-085;99,00
102;11/01/2024;CLI-112;15,00
102;11/01/2024;CLI-052;10,00
102;11/01/2024;CLI-122;15,00
101;11/01/2024;CLI-052;90,00
101;11/01/2024;CLI-127;99,00
101;11/01/2024;CLI-114;99,00
101;12/01/2024;CLI-122;90,00
102;12/01/2024;CLI-108;5,00
102;12/01/2024;CLI-122;30,00
101;12/01/2024;CLI-092;90,00
101;12/01/2024;CLI-070;90,00
101;12/01/2024;CLI-043;90,00
101;12/01/2024;CLI-007;81,00
101;12/01/2024;CLI-083;99,00
102;12/01/2024;CLI-020;5,00
101;12/01/2024;CLI-100;90,00
101;13/01/2024;CLI-026;90,00
101;13/01/2024;CLI-062;90,00
101;13/01/2024;CLI-126;90,00
101;13/01/2024;CLI-031;90,00
102;13/01/2024;CLI-082;10,00
101;13/01/2024;CLI-108;99,00
101;13/01/2024;CLI-105;90,00
102;13/01/2024;CLI-005;10,00
101;13/01/2024;CLI-013;81,00
101;13/01/2024;CLI-089;90,00
102;14/01/2024;CLI-107;15,00
101;14/01/2024;CLI-109;90,00
102;14/01/2024;CLI-109;8,00
102;14/01/2024;CLI-096;30,00
102;14/01/2024;CLI-112;5,00
101;14/01/2024;CLI-080;90,00
101;14/01/2024;CLI-017;81,00
102;14/01/2024;CLI-006;5,00
101;14/01/2024;CLI-044;81,00
101;14/01/2024;CLI-057;99,00
101;15/01/2024;CLI-024;90,00
102;15/01/2024;CLI-057;15,00
101;15/01/2024;CLI-011;90,00
102;15/01/2024;CLI-061;8,00
101;15/01/2024;CLI-066;81,00
102;15/01/2024;CLI-056;15,00
102;15/01/2024;CLI-006;5,00
101;15/01/2024;CLI-051;90,00
101;15/01/2024;CLI-005;99,00
101;15/01/2024;CLI-087;90,00
101;15/01/2024;CLI-008;81,00
101;15/01/2024;CLI-098;90,00
102;15/01/2024;CLI-114;10,00
102;01/02/2024;CLI-122;5,00
101;01/02/2024;CLI-074;99,00
101;01/02/2024;CLI-100;99,00
101;01/02/2024;CLI-107;99,00
101;01/02/2024;CLI-065;90,00
101;01/02/2024;CLI-015;99,00
101;01/02/2024;CLI-061;81,00
101;01/02/2024;CLI-082;81,00
101;01/02/2024;CLI-070;90,00
101;01/02/2024;CLI-095;90,00
101;01/02/2024;CLI-014;90,00
101;01/02/2024;CLI-044;90,00
101;01/02/2024;CLI-063;81,00
101;01/02/2024;CLI-132;99,00
102;02/02/2024;CLI-098;5,00
102;02/02/2024;CLI-063;10,00
101;02/02/2024;CLI-089;99,00
101;02/02/2024;CLI-066;81,00
102;02/02/2024;CLI-033;15,00
101;02/02/2024;CLI-052;90,00
102;02/02/2024;CLI-046;30,00
102;02/02/2024;CLI-007;30,00
101;02/02/2024;CLI-005;90,00
102;02/02/2024;CLI-006;5,00
102;02/02/2024;CLI-033;5,00
101;02/02/2024;CLI-041;90,00
102;03/02/2024;CLI-073;15,00
102;03/02/2024;CLI-014;5,00
102;03/02/2024;CLI-106;30,00
102;03/02/2024;CLI-075;10,00
102;03/02/2024;CLI-093;8,00
102;03/02/2024;CLI-004;15,00
101;03/02/2024;CLI-007;90,00
102;03/02/2024;CLI-122;8,00
101;03/02/2024;CLI-110;90,00
102;03/02/2024;CLI-040;15,00
101;03/02/2024;CLI-091;81,00
101;03/02/2024;CLI-034;90,00
101;03/02/2024;CLI-027;90,00
101;03/02/2024;CLI-116;99,00
101;03/02/2024;CLI-010;90,00
101;04/02/2024;CLI-126;90,00
102;04/02/2024;CLI-025;15,00
101;04/02/2024;CLI-009;99,00
102;04/02/2024;CLI-117;10,00
101;04/02/2024;CLI-103;90,00
101;04/02/2024;CLI-119;81,00
102;04/02/2024;CLI-104;15,00
101;04/02/2024;CLI-108;90,00
101;04/02/2024;CLI-030;90,00
101;04/02/2024;CLI-051;90,00
101;04/02/2024;CLI-114;90,00
102;04/02/2024;CLI-028;5,00
102;05/02/2024;CLI-012;5,00
101;05/02/2024;CLI-077;99,00
102;05/02/2024;CLI-114;10,00
101;05/02/2024;CLI-006;90,00
101;05/02/2024;CLI-097;81,00
102;05/02/2024;CLI-101;10,00
102;05/02/2024;CLI-064;30,00
101;05/02/2024;CLI-059;81,00
101;05/02/2024;CLI-127;90,00
101;05/02/2024;CLI-073;90,00
102;05/02/2024;CLI-128;30,00
101;05/02/2024;CLI-011;90,00
102;05/02/2024;CLI-038;10,00
101;06/02/2024;CLI-060;90,00
101;06/02/2024;CLI-104;90,00
101;06/02/2024;CLI-101;81,00
101;06/02/2024;CLI-113;99,00
101;06/02/2024;CLI-109;81,00
101;06/02/2024;CLI-072;81,00
101;06/02/2024;CLI-078;90,00
102;06/02/2024;CLI-057;5,00
101;06/02/2024;CLI-024;90,00
101;06/02/2024;CLI-111;90,00
101;06/02/2024;CLI-092;90,00
101;07/02/2024;CLI-018;81,00
102;07/02/2024;CLI-034;8,00
101;07/02/2024;CLI-133;90,00
101;07/02/2024;CLI-069;90,00
101;07/02/2024;CLI-079;90,00
102;07/02/2024;CLI-014;30,00
101;07/02/2024;CLI-071;90,00
101;07/02/2024;CLI-054;90,00
102;07/02/2024;CLI-030;8,00
102;07/02/2024;CLI-079;30,00
102;08/02/2024;CLI-004;5,00
102;08/02/2024;CLI-021;15,00
102;08/02/2024;CLI-077;30,00
102;08/02/2024;CLI-093;30,00
101;08/02/2024;CLI-025;81,00
102;08/02/2024;CLI-086;2977,59
102;08/02/2024;CLI-062;10,00
102;08/02/2024;CLI-038;5,00
101;08/02/2024;CLI-043;81,00
101;08/02/2024;CLI-106;90,00
101;08/02/2024;CLI-047;90,00
101;08/02/2024;CLI-094;81,00
101;08/02/2024;CLI-115;90,00
102;08/02/2024;CLI-134;5,00
102;08/02/2024;CLI-134;10,00
101;08/02/2024;CLI-039;81,00
101;09/02/2024;CLI-096;90,00
101;09/02/2024;CLI-013;90,00
101;09/02/2024;CLI-083;90,00
102;09/02/2024;CLI-106;30,00
102;09/02/2024;CLI-065;8,00
102;09/02/2024;CLI-111;30,00
101;09/02/2024;CLI-125;90,00
101;09/02/2024;CLI-032;90,00
101;09/02/2024;CLI-035;81,00
101;09/02/2024;CLI-098;81,00
101;09/02/2024;CLI-112;99,00
101;09/02/2024;CLI-004;90,00
101;09/02/2024;CLI-081;99,00
101;09/02/2024;CLI-046;90,00
102;09/02/2024;CLI-099;10,00
102;10/02/2024;CLI-099;30,00
102;10/02/2024;CLI-016;8,00
101;10/02/2024;CLI-038;90,00
102;10/02/2024;CLI-112;15,00
102;10/02/2024;CLI-106;30,00
101;10/02/2024;CLI-123;90,00
101;11/02/2024;CLI-056;99,00
102;11/02/2024;CLI-032;5,00
101;11/02/2024;CLI-076;90,00
102;11/02/2024;CLI-036;30,00
101;11/02/2024;CLI-129;99,00
102;11/02/2024;CLI-003;5,00
101;11/02/2024;CLI-036;81,00
101;11/02/2024;CLI-019;90,00
102;11/02/2024;CLI-027;15,00
101;12/02/2024;CLI-028;99,00
101;12/02/2024;CLI-012;81,00
101;12/02/2024;CLI-084;90,00
102;12/02/2024;CLI-106;15,00
101;12/02/2024;CLI-016;81,00
101;12/02/2024;CLI-134;90,00
101;12/02/2024;CLI-121;90,00
102;12/02/2024;CLI-037;15,00
102;12/02/2024;CLI-001;30,00
101;12/02/2024;CLI-021;90,00
102;12/02/2024;CLI-017;8,00
101;12/02/2024;CLI-131;90,00
101;12/02/2024;CLI-099;90,00
101;13/02/2024;CLI-002;99,00
102;13/02/2024;CLI-009;30,00
102;13/02/2024;CLI-109;30,00
101;13/02/2024;CLI-008;99,00
101;13/02/2024;CLI-080;81,00
101;13/02/2024;CLI-086;99,00
101;13/02/2024;CLI-037;90,00
101;13/02/2024;CLI-020;90,00
101;13/02/2024;CLI-057;99,00
101;13/02/2024;CLI-040;99,00
101;14/02/2024;CLI-045;81,00
101;14/02/2024;CLI-033;90,00
102;14/02/2024;CLI-120;15,00
101;14/02/2024;CLI-087;81,00
101;14/02/2024;CLI-122;90,00
101;14/02/2024;CLI-001;81,00
102;14/02/2024;CLI-078;8,00
101;14/02/2024;CLI-017;90,00
102;14/02/2024;CLI-132;5,00
101;14/02/2024;CLI-023;90,00
101;14/02/2024;CLI-062;99,00
101;14/02/2024;CLI-003;90,00
101;14/02/2024;CLI-042;99,00
101;14/02/2024;CLI-085;90,00
101;14/02/2024;CLI-124;81,00
101;15/02/2024;CLI-053;90,00
101;15/02/2024;CLI-075;90,00
101;15/02/2024;CLI-026;99,00
101;15/02/2024;CLI-048;81,00
102;15/02/2024;CLI-025;30,00
101;15/02/2024;CLI-067;90,00
102;15/02/2024;CLI-025;30,00
101;15/02/2024;CLI-093;90,00
101;15/02/2024;CLI-058;90,00
101;15/02/2024;CLI-117;90,00
102;15/02/2024;CLI-064;10,00
101;15/02/2024;CLI-128;90,00
101;01/03/2024;CLI-111;90,00
101;01/03/2024;CLI-004;90,00
101;01/03/2024;CLI-009;90,00
101;01/03/2024;CLI-067;90,00
101;01/03/2024;CLI-126;90,00
101;01/03/2024;CLI-116;90,00
101;01/03/2024;CLI-014;90,00
101;01/03/2024;CLI-047;90,00
102;01/03/2024;CLI-058;8,00
102;01/03/2024;CLI-017;10,00
101;02/03/2024;CLI-064;90,00
102;02/03/2024;CLI-104;10,00
101;02/03/2024;CLI-083;99,00
102;02/03/2024;CLI-114;5,00
102;02/03/2024;CLI-084;30,00
101;02/03/2024;CLI-070;90,00
102;02/03/2024;CLI-035;30,00
102;02/03/2024;CLI-060;8,00
102;02/03/2024;CLI-083;30,00
101;02/03/2024;CLI-121;90,00
101;03/03/2024;CLI-065;90,00
101;03/03/2024;CLI-033;99,00
101;03/03/2024;CLI-086;90,00
101;03/03/2024;CLI-017;99,00
102;03/03/2024;CLI-131;5,00
102;03/03/2024;CLI-008;8,00
101;03/03/2024;CLI-133;90,00
102;03/03/2024;CLI-126;15,00
101;03/03/2024;CLI-120;90,00
102;03/03/2024;CLI-045;8,00
101;03/03/2024;CLI-019;90,00
101;03/03/2024;CLI-069;90,00
101;03/03/2024;CLI-078;99,00
101;03/03/2024;CLI-046;81,00
101;04/03/2024;CLI-107;81,00
101;04/03/2024;CLI-096;90,00
102;04/03/2024;CLI-108;10,00
102;04/03/2024;CLI-138;10,00
101;04/03/2024;CLI-063;90,00
101;04/03/2024;CLI-060;81,00
101;04/03/2024;CLI-075;90,00
101;04/03/2024;CLI-125;90,00
102;04/03/2024;CLI-012;15,00
101;04/03/2024;CLI-104;81,00
101;04/03/2024;CLI-072;81,00
101;04/03/2024;CLI-018;99,00
102;05/03/2024;CLI-009;10,00
102;05/03/2024;CLI-047;5,00
102;05/03/2024;CLI-119;10,00
101;05/03/2024;CLI-049;81,00
102;05/03/2024;CLI-065;30,00
102;05/03/2024;CLI-130;8,00
101;05/03/2024;CLI-115;81,00
101;05/03/2024;CLI-054;90,00
101;05/03/2024;CLI-062;81,00
101;05/03/2024;CLI-053;81,00
102;05/03/2024;CLI-045;10,00
102;06/03/2024;CLI-067;15,00
102;06/03/2024;CLI-043;10,00
101;06/03/2024;CLI-025;90,00
101;06/03/2024;CLI-071;90,00
102;06/03/2024;CLI-007;15,00
101;06/03/2024;CLI-058;81,00
102;06/03/2024;CLI-010;10,00
101;06/03/2024;CLI-073;99,00
101;06/03/2024;CLI-137;99,00
101;06/03/2024;CLI-016;90,00
101;06/03/2024;CLI-030;99,00
101;06/03/2024;CLI-094;99,00
101;06/03/2024;CLI-091;90,00
102;07/03/2024;CLI-005;5,00
102;07/03/2024;CLI-004;5,00
101;07/03/2024;CLI-041;81,00
102;07/03/2024;CLI-056;5,00
101;07/03/2024;CLI-020;99,00
101;07/03/2024;CLI-015;90,00
102;07/03/2024;CLI-024;8,00
101;07/03/2024;CLI-141;90,00
102;08/03/2024;CLI-019;5,00
102;08/03/2024;CLI-084;30,00
101;08/03/2024;CLI-008;81,00
102;08/03/2024;CLI-104;15,00
102;08/03/2024;CLI-078;5,00
102;08/03/2024;CLI-041;10,00
101;08/03/2024;CLI-003;90,00
102;08/03/2024;CLI-103;30,00
101;08/03/2024;CLI-027;90,00
101;08/03/2024;CLI-013;90,00
101;08/03/2024;CLI-114;81,00
102;08/03/2024;CLI-135;8,00
101;08/03/2024;CLI-102;90,00
101;09/03/2024;CLI-130;99,00
101;09/03/2024;CLI-106;81,00
101;09/03/2024;CLI-076;90,00
101;09/03/2024;CLI-002;90,00
101;09/03/2024;CLI-032;90,00
101;09/03/2024;CLI-103;81,00
101;09/03/2024;CLI-129;81,00
101;09/03/2024;CLI-110;90,00
102;09/03/2024;CLI-038;15,00
101;09/03/2024;CLI-077;81,00
101;09/03/2024;CLI-118;90,00
102;09/03/2024;CLI-138;10,00
101;09/03/2024;CLI-010;90,00
101;09/03/2024;CLI-061;90,00
101;09/03/2024;CLI-097;90,00
101;09/03/2024;CLI-052;90,00
102;09/03/2024;CLI-020;10,00
101;10/03/2024;CLI-006;90,00
101;10/03/2024;CLI-087;90,00
101;10/03/2024;CLI-138;90,00
101;10/03/2024;CLI-132;90,00
101;10/03/2024;CLI-012;90,00
101;10/03/2024;CLI-095;90,00
102;10/03/2024;CLI-084;5,00
102;10/03/2024;CLI-001;15,00
102;10/03/2024;CLI-066;8,00
102;10/03/2024;CLI-049;15,00
102;10/03/2024;CLI-051;5,00
101;10/03/2024;CLI-044;81,00
101;10/03/2024;CLI-128;99,00
101;10/03/2024;CLI-035;81,00
102;10/03/2024;CLI-071;10,00
101;10/03/2024;CLI-100;81,00
102;10/03/2024;CLI-032;30,00
101;10/03/2024;CLI-109;90,00
102;10/03/2024;CLI-003;15,00
102;11/03/2024;CLI-139;8,00
102;11/03/2024;CLI-018;8,00
101;11/03/2024;CLI-057;90,00
102;11/03/2024;CLI-018;10,00
101;11/03/2024;CLI-117;99,00
101;11/03/2024;CLI-056;81,00
101;11/03/2024;CLI-024;90,00
101;11/03/2024;CLI-123;90,00
101;11/03/2024;CLI-079;99,00
101;11/03/2024;CLI-036;99,00
101;11/03/2024;CLI-028;90,00
101;11/03/2024;CLI-026;90,00
102;12/03/2024;CLI-126;30,00
102;12/03/2024;CLI-036;30,00
101;12/03/2024;CLI-040;81,00
101;12/03/2024;CLI-122;90,00
101;12/03/2024;CLI-139;99,00
101;12/03/2024;CLI-043;90,00
101;12/03/2024;CLI-074;81,00
101;12/03/2024;CLI-101;99,00
102;12/03/2024;CLI-016;15,00
102;12/03/2024;CLI-060;8,00
101;12/03/2024;CLI-080;81,00
101;12/03/2024;CLI-037;90,00
102;12/03/2024;CLI-097;5,00
101;13/03/2024;CLI-059;90,00
102;13/03/2024;CLI-060;10,00
101;13/03/2024;CLI-038;90,00
101;13/03/2024;CLI-092;90,00
102;13/03/2024;CLI-132;10,00
101;13/03/2024;CLI-039;90,00
101;13/03/2024;CLI-081;90,00
101;13/03/2024;CLI-099;99,00
101;13/03/2024;CLI-034;81,00
101;13/03/2024;CLI-085;90,00
101;13/03/2024;CLI-042;90,00
101;14/03/2024;CLI-089;81,00
102;14/03/2024;CLI-047;15,00
101;14/03/2024;CLI-082;99,00
101;14/03/2024;CLI-011;90,00
101;14/03/2024;CLI-051;81,00
102;14/03/2024;CLI-123;15,00
102;14/03/2024;CLI-032;10,00
101;14/03/2024;CLI-045;90,00
101;14/03/2024;CLI-119;90,00
101;14/03/2024;CLI-066;90,00
102;14/03/2024;CLI-027;8,00
101;14/03/2024;CLI-093;90,00
101;14/03/2024;CLI-048;81,00
101;14/03/2024;CLI-140;81,00
102;15/03/2024;CLI-048;5,00
101;15/03/2024;CLI-001;90,00
101;15/03/2024;CLI-112;90,00
102;15/03/2024;CLI-112;30,00
101;15/03/2024;CLI-135;99,00
102;15/03/2024;CLI-083;10,00
101;15/03/2024;CLI-005;90,00
101;15/03/2024;CLI-124;90,00
101;01/04/2024;CLI-117;90,00
101;01/04/2024;CLI-048;90,00
101;01/04/2024;CLI-091;90,00
101;01/04/2024;CLI-012;90,00
101;01/04/2024;CLI-069;90,00
101;01/04/2024;CLI-082;90,00
102;01/04/2024;CLI-086;30,00
102;01/04/2024;CLI-110;8,00
101;01/04/2024;CLI-070;99,00
102;01/04/2024;CLI-123;5,00
102;01/04/2024;CLI-092;15,00
101;01/04/2024;CLI-080;81,00
102;01/04/2024;CLI-053;10,00
102;02/04/2024;CLI-043;30,00
101;02/04/2024;CLI-047;90,00
101;02/04/2024;CLI-071;90,00
101;02/04/2024;CLI-120;90,00
102;02/04/2024;CLI-010;8,00
101;02/04/2024;CLI-143;90,00
101;02/04/2024;CLI-035;99,00
101;02/04/2024;CLI-126;90,00
101;02/04/2024;CLI-009;90,00
101;02/04/2024;CLI-059;90,00
102;02/04/2024;CLI-007;30,00
101;02/04/2024;CLI-137;81,00
101;02/04/2024;CLI-032;90,00
101;02/04/2024;CLI-063;99,00
102;03/04/2024;CLI-053;8,00
101;03/04/2024;CLI-103;90,00
101;03/04/2024;CLI-007;90,00
101;03/04/2024;CLI-001;90,00
102;03/04/2024;CLI-101;5,00
101;03/04/2024;CLI-112;90,00
102;03/04/2024;CLI-081;10,00
102;03/04/2024;CLI-110;10,00
101;03/04/2024;CLI-024;81,00
101;03/04/2024;CLI-028;90,00
101;03/04/2024;CLI-085;99,00
101;03/04/2024;CLI-074;81,00
101;04/04/2024;CLI-038;81,00
101;04/04/2024;CLI-096;90,00
101;04/04/2024;CLI-006;90,00
101;04/04/2024;CLI-087;90,00
102;04/04/2024;CLI-084;5,00
101;04/04/2024;CLI-066;90,00
101;04/04/2024;CLI-045;81,00
102;04/04/2024;CLI-124;15,00
101;04/04/2024;CLI-040;90,00
101;04/04/2024;CLI-030;90,00
101;04/04/2024;CLI-067;90,00
102;04/04/2024;CLI-114;10,00
101;04/04/2024;CLI-026;90,00
102;04/04/2024;CLI-034;5,00
102;04/04/2024;CLI-142;15,00
102;04/04/2024;CLI-056;15,00
102;04/04/2024;CLI-079;5,00
102;04/04/2024;CLI-127;5,00
102;05/04/2024;CLI-107;5,00
102;05/04/2024;CLI-046;5,00
101;05/04/2024;CLI-060;81,00
101;05/04/2024;CLI-004;81,00
101;05/04/2024;CLI-061;99,00
101;05/04/2024;CLI-056;90,00
101;05/04/2024;CLI-065;81,00
102;05/04/2024;CLI-138;30,00
102;05/04/2024;CLI-026;5,00
101;05/04/2024;CLI-109;99,00
101;06/04/2024;CLI-125;90,00
101;06/04/2024;CLI-104;90,00
101;06/04/2024;CLI-015;81,00
101;06/04/2024;CLI-016;99,00
101;06/04/2024;CLI-064;90,00
101;06/04/2024;CLI-114;90,00
102;06/04/2024;CLI-091;15,00
102;06/04/2024;CLI-099;5,00
102;06/04/2024;CLI-042;15,00
101;06/04/2024;CLI-136;90,00
101;06/04/2024;CLI-102;90,00
102;07/04/2024;CLI-070;8,00
102;07/04/2024;CLI-011;30,00
101;07/04/2024;CLI-135;90,00
102;07/04/2024;CLI-075;8,00
101;07/04/2024;CLI-003;90,00
101;07/04/2024;CLI-027;90,00
101;07/04/2024;CLI-005;90,00
101;07/04/2024;CLI-018;90,00
101;07/04/2024;CLI-043;90,00
102;07/04/2024;CLI-028;5,00
102;07/04/2024;CLI-054;10,00
101;07/04/2024;CLI-118;90,00
101;07/04/2024;CLI-147;90,00
102;08/04/2024;CLI-099;30,00
102;08/04/2024;CLI-010;30,00
101;08/04/2024;CLI-129;99,00
102;08/04/2024;CLI-070;15,00
102;08/04/2024;CLI-109;10,00
102;08/04/2024;CLI-006;30,00
101;08/04/2024;CLI-107;81,00
101;08/04/2024;CLI-097;99,00
101;08/04/2024;CLI-062;81,00
101;08/04/2024;CLI-078;99,00
102;08/04/2024;CLI-071;30,00
101;09/04/2024;CLI-106;81,00
101;09/04/2024;CLI-076;90,00
101;09/04/2024;CLI-099;90,00
102;09/04/2024;CLI-074;10,00
102;09/04/2024;CLI-086;15,00
101;09/04/2024;CLI-146;90,00
102;09/04/2024;CLI-087;5,00
101;09/04/2024;CLI-101;90,00
102;09/04/2024;CLI-024;5,00
101;09/04/2024;CLI-053;99,00
101;09/04/2024;CLI-014;90,00
101;09/04/2024;CLI-049;90,00
101;09/04/2024;CLI-079;90,00
102;10/04/2024;CLI-125;30,00
102;10/04/2024;CLI-054;30,00
101;10/04/2024;CLI-128;99,00
101;10/04/2024;CLI-121;90,00
101;10/04/2024;CLI-025;99,00
102;10/04/2024;CLI-103;10,00
101;10/04/2024;CLI-036;90,00
101;10/04/2024;CLI-077;90,00
102;10/04/2024;CLI-002;5,00
102;10/04/2024;CLI-114;15,00
101;10/04/2024;CLI-131;90,00
101;10/04/2024;CLI-133;99,00
102;10/04/2024;CLI-042;5,00
101;10/04/2024;CLI-141;90,00
101;11/04/2024;CLI-044;81,00
101;11/04/2024;CLI-138;81,00
102;11/04/2024;CLI-026;15,00
101;11/04/2024;CLI-142;90,00
102;11/04/2024;CLI-045;15,00
102;11/04/2024;CLI-033;15,00
101;11/04/2024;CLI-084;90,00
102;11/04/2024;CLI-146;30,00
102;11/04/2024;CLI-145;30,00
101;11/04/2024;CLI-021;90,00
101;12/04/2024;CLI-093;90,00
102;12/04/2024;CLI-065;5,00
101;12/04/2024;CLI-083;81,00
102;12/04/2024;CLI-043;5,00
101;12/04/2024;CLI-057;81,00
102;12/04/2024;CLI-054;15,00
101;12/04/2024;CLI-054;90,00
101;12/04/2024;CLI-110;81,00
101;12/04/2024;CLI-127;90,00
101;12/04/2024;CLI-089;99,00
101;12/04/2024;CLI-124;90,00
101;12/04/2024;CLI-086;81,00
101;12/04/2024;CLI-072;90,00
101;13/04/2024;CLI-033;90,00
101;13/04/2024;CLI-081;90,00
101;13/04/2024;CLI-111;90,00
101;13/04/2024;CLI-094;99,00
101;13/04/2024;CLI-039;90,00
101;13/04/2024;CLI-002;81,00
102;13/04/2024;CLI-051;15,00
101;13/04/2024;CLI-051;90,00
102;13/04/2024;CLI-099;30,00
102;13/04/2024;CLI-146;30,00
102;13/04/2024;CLI-012;10,00
101;13/04/2024;CLI-052;90,00
101;13/04/2024;CLI-042;99,00
101;14/04/2024;CLI-140;90,00
102;14/04/2024;CLI-076;8,00
101;14/04/2024;CLI-019;99,00
101;14/04/2024;CLI-017;90,00
101;14/04/2024;CLI-148;90,00
101;14/04/2024;CLI-100;81,00
101;14/04/2024;CLI-108;90,00
102;14/04/2024;CLI-019;15,00
101;14/04/2024;CLI-013;81,00
102;15/04/2024;CLI-069;30,00
101;15/04/2024;CLI-010;81,00
101;15/04/2024;CLI-116;90,00
102;15/04/2024;CLI-034;30,00
101;15/04/2024;CLI-132;90,00
101;15/04/2024;CLI-020;90,00
101;15/04/2024;CLI-144;99,00
101;15/04/2024;CLI-073;90,00
101;15/04/2024;CLI-123;90,00
101;15/04/2024;CLI-139;90,00
101;15/04/2024;CLI-046;81,00
102;15/04/2024;CLI-100;30,00
101;15/04/2024;CLI-092;90,00
101;15/04/2024;CLI-075;99,00
101;01/05/2024;CLI-032;99,00
